timestamp,agent.name,syscheck.path,syscheck.event,rule.description,rule.level,rule.id
"May 7, 2025 @ 05:05:50.495","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.495","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.479","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\RestrictedInterfaces\IfIso\FirewallRules","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:49.870","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.119","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.104","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.088","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.073","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.057","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.041","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.026","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.010","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.995","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.979","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.963","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.947","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.932","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.917","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.901","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.885","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.869","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.862","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.861","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.823","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\FirewallRules","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:48.807","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile","modified","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:48.800","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Parameters\FirewallPolicy\DomainProfile","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:48.780","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch","modified","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:48.780","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\SharedAccess\Epoch","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:47.291","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.276","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.260","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.244","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.243","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.243","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:47.243","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.243","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6\Security","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PrintWorkflowUserSvc_b7fe6\Security","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.241","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.073","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.057","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.042","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.026","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:47.014","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6\Security","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.014","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\PimIndexMaintenanceSvc_b7fe6\Security","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:42.543","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\EventLog\Application","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:41.937","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\EventLog\Application\Application Request Routing","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:41.916","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\EventLog\Application\Application Request Routing","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:41.896","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\EventLog\Application\Application Request Routing","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:41.480","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DsmSvc\State","modified","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:41.479","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DsmSvc\State","modified","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:40.478","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DsmSvc\State","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:40.323","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.307","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.291","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.276","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.260","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.245","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.229","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.213","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:40.198","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6\Security","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.182","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicesFlowUserSvc_b7fe6\Security","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:40.167","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.151","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.135","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.119","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.104","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.090","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.073","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.057","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:40.053","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6\Security","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.053","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\DevicePickerUserSvc_b7fe6\Security","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.964","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.948","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.932","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.916","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.901","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.885","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.870","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.854","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.842","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6\Security","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.842","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\ConsentUxUserSvc_b7fe6\Security","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.776","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.760","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.745","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.729","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.713","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.700","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.682","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.666","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.651","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6\Security","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.635","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CDPUserSvc_b7fe6\Security","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.619","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.604","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.588","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.573","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.558","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.541","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.526","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.516","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.511","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6\Security","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.677","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\cbdhsvc_b7fe6\Security","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:38.675","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.674","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.674","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.674","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.526","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.510","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.495","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.479","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:38.471","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6\Security","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.471","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\CaptureService_b7fe6\Security","added","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:38.042","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BITS","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:38.027","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BFE\Parameters\Policy\BootTime\Filter","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:38.026","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:38.026","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\BFE\Parameters\Policy\Persistent\Filter","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:37.989","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-90-0-1","modified","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:37.948","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-90-0-1","modified","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:37.932","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-90-0-1","modified","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:37.916","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.901","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.885","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.870","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.854","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.853","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.822","WIN-3KH74N2U82B","HKEY_LOCAL_MACHINE\System\CurrentControlSet\Services\bam\State\UserSettings\S-1-5-21-2339272666-3457689461-1411455609-1104","added","Registry Value Entry Added to the System","5","752"
