timestamp,agent.name,rule.description,rule.level,rule.id
"May 7, 2025 @ 05:05:52.057","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.057","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.026","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:52.025","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.995","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.994","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.963","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.963","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.932","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.932","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.901","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.901","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.869","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.869","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.838","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.838","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.808","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.807","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.776","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.776","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.745","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.744","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.713","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.713","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.682","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.682","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.651","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.650","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.619","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.619","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.619","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.589","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.318","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.317","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.317","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.317","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.166","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.135","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.135","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.104","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.104","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.073","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.073","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.041","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.041","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.010","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:51.010","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.979","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.978","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.948","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.947","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.917","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.916","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.916","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.916","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.915","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.915","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:50.915","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.915","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.914","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.914","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.914","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.914","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.913","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.912","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.911","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.911","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.911","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.911","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.910","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.495","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.495","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:50.479","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:49.870","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.119","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.104","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.088","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.073","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.057","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.041","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.026","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:49.010","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.995","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.979","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.963","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.947","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.932","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.917","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.901","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.885","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.869","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.862","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.861","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:48.823","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:48.807","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:48.800","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:48.780","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:48.780","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:47.291","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.276","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.260","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.244","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.243","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.243","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:47.243","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.243","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.242","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.241","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.073","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.057","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.042","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.026","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:47.014","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:47.014","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:42.543","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:41.937","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:41.916","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:41.896","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:41.480","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:41.479","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:40.478","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:40.323","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.307","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.291","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.276","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.260","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.245","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.229","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.213","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:40.198","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.182","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:40.167","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.151","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.135","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.119","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.104","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.090","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.073","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.057","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:40.053","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:40.053","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.964","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.948","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.932","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.916","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.901","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.885","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.870","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.854","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.842","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.842","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.776","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.760","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.745","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.729","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.713","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.700","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.682","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.666","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.651","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.635","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.619","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.604","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.588","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.573","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.558","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.541","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.526","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:39.516","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:39.511","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.677","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:38.675","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.674","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.674","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.674","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.526","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.510","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.495","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.479","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:38.471","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:38.471","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:38.042","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:38.027","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:38.026","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:38.026","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:37.989","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:37.948","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:37.932","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:37.916","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.901","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.885","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.870","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.854","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.853","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.822","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.807","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.792","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.776","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.760","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.745","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.729","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.713","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.698","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.682","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.666","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.651","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.635","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.619","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.604","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.602","WIN-3KH74N2U82B","Registry Value Entry Added to the System","5","752"
"May 7, 2025 @ 05:05:37.602","WIN-3KH74N2U82B","Registry Key Entry Added to the System","5","598"
"May 7, 2025 @ 05:05:37.588","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:37.561","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:28.433","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:28.433","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:05:28.312","WIN-3KH74N2U82B","Registry Value Integrity Checksum Changed","5","750"
"May 7, 2025 @ 05:05:28.312","WIN-3KH74N2U82B","Registry Key Integrity Checksum Changed","5","594"
"May 7, 2025 @ 05:04:44.948","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 05:04:09.918","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 05:04:01.819","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 05:04:01.777","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:58:07.662","WIN-3KH74N2U82B","Software protection service scheduled successfully.","3","60642"
"May 7, 2025 @ 04:57:36.915","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 04:54:09.916","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:54:01.818","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:54:01.777","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:43:58.211","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:38:09.897","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:38:01.829","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:38:01.788","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:22:09.895","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:22:01.799","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:22:01.770","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:13:58.190","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:06:59.269","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 04:06:45.611","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 04:06:32.049","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 04:06:09.892","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:06:01.812","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:06:01.782","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 04:04:45.612","WIN-3KH74N2U82B","Windows System error event","5","61102"
"May 7, 2025 @ 03:53:50.061","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 03:53:50.029","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 03:53:49.545","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 03:53:49.514","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 03:53:49.471","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 03:53:46.060","WIN-3KH74N2U82B","Windows User Logoff","3","60137"
"May 7, 2025 @ 03:53:45.982","WIN-3KH74N2U82B","Windows Logon Success","3","60106"
"May 7, 2025 @ 03:50:09.889","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
"May 7, 2025 @ 03:50:01.821","WIN-3KH74N2U82B","Failed attempt to perform a privileged operation","4","60107"
